,CASRN,LogLD,smiles
289,105-16-8,3.671728088,CCN(CC)CCOC(=O)C(=C)C
290,105-31-7,2.100370545,CCCC(C#C)O
291,105-37-3,3.941113727,CCC(=O)OCC
292,105-45-3,3.464191371,CC(=O)CC(=O)OC
293,105-46-4,3.505149978,CCC(C)OC(=O)C
294,105-66-8,4.176091259,CCCC(=O)OCCC
295,105-67-9,3.439332694,CC1=CC(=C(C=C1)O)C
296,105-85-1,3.924279286,CC(CCC=C(C)C)CCOC=O
297,105-86-2,3.77815125,CC(=CCC/C(=C/COC=O)/C)C
298,105-87-3,3.80140371,CC(=CCC/C(=C/COC(=O)C)/C)C
299,105-90-8,3.698970004,CCC(=O)OC/C=C(\C)/CCC=C(C)C
300,105-91-9,3.698970004,CCC(=O)OC/C=C(/C)\CCC=C(C)C
301,1050-48-2,2.880813592,CC[N+]1(CCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)CC.[Br-]
302,10520-81-7,2.903089987,CCCCCCCCCCCCC(C(=O)O)Br
303,105239-91-6,4.0,CO/N=C(/C1=NSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]45CCC(CC4)(CC5)C(=O)N)C(=O)[O-]
304,10537-47-0,1.939519253,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C(C#N)C#N
305,105419-52-1,2.69019608,C1CN(CCN1CCC(=O)N)C2CC3=C(C=CC(=C3)Cl)SC4=C2C=CC(=C4)F.C(=C/C(=O)O)\C(=O)O
306,105426-99-1,3.698970004,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)COC(=O)CCCC4=CC=C(C=C4)NCCCl)CCC5=C3C=CC(=C5)OC(=O)C6=CC=CC=C6
307,10543-57-4,3.696356389,CC(=O)N(CCN(C(=O)C)C(=O)C)C(=O)C
308,10543-95-0,2.278753601,C(=O)(C(F)(F)F)C(F)(F)F.O
309,105435-14-1,3.0,CCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+]([O-])=O)C(=O)OCC)CCl
310,10544-63-5,3.477121255,CCOC(=O)/C=C/C
311,105512-06-9,3.327534077,C[C@H](C(=O)OCC#C)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)Cl)F
312,10552-74-6,3.806179974,CC(C)OC(=O)C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)OC(C)C
313,10563-26-5,3.079181246,C(CN)CNCCNCCCN
314,10563-70-9,2.230448921,CC1(C2=CC=CC=C2C(=CCCN(C)C)C3=CC=CC=C31)C.Cl
315,1057-81-4,3.176091259,CN1CCC(CC1)OC2C3=CC=CC=C3CCC4=CC=CC=C24.C(=C\C(=O)O)\C(=O)O
316,105770-83-0,3.301029996,C=CCSC1=NC2=C(N1)C=C(C=C2)CC3=CC=CC=C3.Cl
317,105774-14-9,2.167317335,CCOC(=O)NC1=CC2=C(CCC3=CC=CC=C3N2C(=O)CCN4CCN(CC4)CCO)C=C1.Cl
318,105779-78-0,2.06069784,CCC1=C(C(=NC=N1)NCCOC2=C(C(=C(C=C2)CCOCC)C)C)Cl
319,10589-74-9,2.748188027,CCCCCN(C(=O)N)N=O
320,105951-93-7,3.301029996,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=C(C=CC(=C2)[N+](=O)[O-])F)C(=O)O
321,106-02-5,3.698970004,C1CCCCCCCOC(=O)CCCCCC1
322,106-24-1,3.575847366,CC(=CCC/C(=C/CO)/C)C
323,106-25-2,3.653212514,CC(=CCC/C(=C\CO)/C)C
324,106-29-6,4.027757205,CCCC(=O)OC/C=C(\C)/CCC=C(C)C
325,106-43-4,3.339749482,CC1=CC=C(C=C1)Cl
326,106-46-7,3.527243116,C1=CC(=CC=C1Cl)Cl
327,106-47-8,2.508529719,C1=CC(=CC=C1N)Cl
328,106-48-9,2.931457871,C1=CC(=CC=C1O)Cl
329,106-49-0,2.695481676,CC1=CC=C(C=C1)N
330,106-51-4,1.895054031,C1=CC(=O)C=CC1=O
331,106-55-8,3.499687083,CC1CNC(CN1)C
332,106-63-8,3.776882707,CC(C)COC(=O)C=C
333,106-69-4,4.190331698,C(CCO)CC(CO)O
334,106-74-1,3.029383778,CCOCCOC(=O)C=C
335,106-87-6,3.391816924,C1CC2C(O2)CC1C3CO3
336,106-89-8,2.228314792,C1C(O1)CCl
337,106-93-4,2.16694788,C(CBr)Br
338,106006-84-2,3.301029996,CCC(=O)N[C@H]1CCC2=C(C1)SC(=N2)N
339,106017-08-7,2.699837726,CN1CCN(CC1)C2=C(C=C3C4=C2SCCN4C=C(C3=O)C(=O)O)F.Cl
340,10605-03-5,3.0,CC1=C2C=CC(=C(C2=C[N+]3=C1C4=CC(=C(C=C4CC3)OC)OC)OC)OC.[Cl-]
341,10605-21-7,3.849393087,COC(=O)NC1=NC2=CC=CC=C2N1
342,106065-10-5,3.738780558,CC(COCCCOC)OCCCOC(=O)C1=CC=CC=C1
343,1062-48-2,3.0,COC1=CC(=CC(=C1OC)OC)C(=O)N2CCN(CC2)C(=O)C3=CC(=C(C(=C3)OC)OC)OC
344,106231-36-1,0.301029996,CC1(/C(=N\OC(=O)NC)/SCO1)C
345,106266-06-2,1.752816431,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
346,106293-84-9,0.653212514,CC1/C(=N\OC(=O)NC)/SC(O1)C
347,106309-73-3,3.477121255,CC(=O)NC1=NC(=C2C(=C1)C=CC=N2)N3CCN(CC3)CCO
348,106358-90-1,0.77815125,CC1/C(=N/OC(=O)NC)/SCCO1
349,106358-91-2,1.278753601,CCC1/C(=N/OC(=O)NC)/SCCO1
350,106358-92-3,-0.22184875,CC1(/C(=N/OC(=O)NC)/SCCO1)C
351,106461-41-0,3.408239965,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)O
352,106463-17-6,2.812913357,CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N.Cl
353,106565-71-3,3.397940009,C1C[C@@H](N2[C@H](C1)OC[C@@H]2C3=CC=CC=C3)C#N
354,106691-40-1,3.698970004,C1=CC=C2C(=C1)N(C(=O)C(S2)CC(=O)N)C3=CC(=CC=C3)Cl
355,1067-53-4,3.394451681,COCCO[Si](C=C)(OCCOC)OCCOC
356,106700-29-2,2.992553518,CCOCCN(C(=O)CCl)C(=C(C)C)C1=CC=CC=C1
357,106797-53-9,3.610873,CC(C)(C(=O)C1=CC=C(C=C1)OCCO)O
358,1068-22-0,3.897627091,CCOP(=S)(OCC)[S-].[NH4+]
359,106900-12-3,2.235528447,CN(C)C(=O)C(CC[N+]1(CCC(CC1)(C2=CC=C(C=C2)Cl)O)[O-])(C3=CC=CC=C3)C4=CC=CC=C4
360,106904-09-0,3.698970004,CC1=C(C=CC(=C1Cl)C(=O)O)S(=O)(=O)C
361,106917-52-6,2.120573931,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NS(=O)(=O)C2=CC(=C(C=C2)Cl)C(F)(F)F
362,106966-25-0,2.301029996,C[N+](C)(C)NCCC(=O)OC.[Br-]
363,107-06-2,2.871183608,C(CCl)Cl
364,107-07-3,1.809559715,C(CCl)O
365,107-16-4,1.079181246,C(C#N)O
366,107-20-0,1.91204483,C(C=O)Cl
367,107-22-2,3.426325328,C(=O)C=O
368,107-25-5,3.69019608,COC=C
369,107-29-9,2.86923172,C/C=N/O
370,107-41-5,3.579497783,CC(CC(C)(C)O)O
371,107-44-8,-0.259637311,CC(C)OP(=O)(C)F
372,107-64-2,4.084576278,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Cl-]
373,107-72-2,3.369215857,CCCCC[Si](Cl)(Cl)Cl
374,107-74-4,3.698970004,CC(CCCC(C)(C)O)CCO
375,107-75-5,3.698970004,CC(CCCC(C)(C)O)CC=O
376,107-86-8,2.838849091,CC(=CC=O)C
377,107-89-1,3.338456494,CC(CC=O)O
378,107-91-5,3.505149978,C(C#N)C(=O)N
379,1070-11-7,3.832508913,CC[C@@H](CO)NCCN[C@@H](CC)CO.Cl.Cl
380,1070-42-4,2.414973348,C(CCl)O[P+](=O)OCCCl
381,1070-78-6,2.69019608,C(CCl)C(Cl)(Cl)Cl
382,107007-99-8,2.544068044,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C.Cl
383,1071-22-3,3.301029996,C(C[Si](Cl)(Cl)Cl)C#N
384,1071-27-8,3.451786436,C(CC#N)C[Si](Cl)(Cl)Cl
385,1071-83-6,3.642616184,C(C(=O)O)NCP(=O)(O)O
386,1071-93-8,3.301029996,C(CCC(=O)NN)CC(=O)NN
387,1071-98-3,2.644438589,C(#CC#N)C#N
388,107187-05-3,2.855519156,CCCCCCOC1=CC=C(C=C1)NNC=O
389,1072-52-2,1.86923172,C1CN1CCO
390,107220-28-0,2.193124598,C[C@@H]1O[C@]2(CN3CCC2CC3)CS1.Cl
391,1073-79-6,3.531478917,CC1CC(=O)CC(O1)C
392,1075-76-9,3.672097858,C1=CC=C(C=C1)NCCC#N
393,107534-96-3,3.49195139,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O
394,107551-67-7,3.124938736,CC(C)(C)C1=C(C=CC(=C1)CCC(=O)O)O
395,1076-97-7,3.31868927,C1CC(CCC1C(=O)O)C(=O)O
396,107707-39-1,2.698970004,COC1=CC=CC=C1N2CCN(CC2)C(=NC3=CC(=CC(=C3)Cl)Cl)N.Cl.Cl
397,107707-55-1,2.698970004,COC1=CC=CC=C1N2CCN(CC2)C(=NC3=CC(=C(C=C3)Cl)Cl)N.Cl.Cl
398,1078-19-9,2.937852093,COC1=CC2=C(C=C1)C(=O)CCC2
399,107812-70-4,3.0,CCOC(=O)C1=C(N=C(/C(=C(/[O-])\OCC)/C1C2=CC(=CC=C2)[N+](=O)[O-])C[P+](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5)C.Cl
400,1079-26-1,2.572871602,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)N.Cl
401,107934-68-9,3.698970004,C1=CC=C2C(=C1)C3=CC=CC=C3C2(C4=CC(=C(C=C4)N)Cl)C5=CC(=C(C=C5)N)Cl
402,108-16-7,3.240299582,CC(CN(C)C)O
403,108-21-4,3.68797462,CC(C)OC(=O)C
404,108-24-7,3.250420002,CC(=O)OC(=O)C
405,108-30-5,3.24133476,C1CC(=O)OC1=O
406,108-31-6,2.894408377,C1=CC(=O)OC1=O
407,108-35-0,1.079181246,CCOP(=S)(OCC)OC1=NNC(=C1)C
408,108-38-3,3.76458706,CC1=CC(=CC=C1)C
409,108-39-4,2.383815366,CC1=CC(=CC=C1)O
410,108-42-9,2.408239965,C1=CC(=CC(=C1)Cl)N
411,108-43-0,2.755874856,C1=CC(=CC(=C1)Cl)O
412,108-44-1,3.001517377,CC1=CC(=CC=C1)N
413,108-45-2,2.667452953,C1=CC(=CC(=C1)N)N
414,108-46-3,2.724685388,C1=CC(=CC(=C1)O)O
415,108-47-4,2.301029996,CC1=CC(=NC=C1)C
416,108-50-9,2.944482672,CC1=CN=CC(=N1)C
417,108-55-4,2.989004616,C1CC(=O)OC(=O)C1
418,108-62-3,3.477121255,CC1OC(OC(OC(O1)C)C)C
419,108-65-6,3.873872567,CC(COC)OC(=O)C
420,108-69-0,2.850339855,CC1=CC(=CC(=C1)N)C
421,108-70-3,2.903089987,C1=C(C=C(C=C1Cl)Cl)Cl
422,108-73-6,3.602059991,C1=C(C=C(C=C1O)O)O
423,108-75-8,2.602059991,CC1=CC(=NC(=C1)C)C
424,108-77-0,2.655632294,C1(=NC(=NC(=N1)Cl)Cl)Cl
425,108-78-1,3.535825584,C1(=NC(=NC(=N1)N)N)N
426,108-84-9,3.789580712,CC(C)CC(C)OC(=O)C
427,108-86-1,3.377124042,C1=CC=C(C=C1)Br
428,108-88-3,3.642068627,CC1=CC=CC=C1
429,108-89-4,2.925999266,CC1=CC=NC=C1
430,108-91-8,1.921686475,C1CCC(CC1)N
431,108-93-0,3.222716471,C1CCC(CC1)O
432,108-95-2,2.748689548,C1=CC=C(C=C1)O
433,108-98-5,1.663700925,C1=CC=C(C=C1)S
434,108-99-6,2.763427994,CC1=CN=CC=C1
435,108001-60-1,3.602059991,C1COCCN1C(=NC2=C(C=NC3=CC=CC=C32)[N+](=O)[O-])N
436,108050-54-0,3.08517161,CC[C@@H]1[C@H](/C=C(/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O)N(C)C)O)CCN3C[C@@H](C[C@@H](C3)C)C)C)\C)CO[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)OC)OC
437,1081-95-4,1.447158031,CCOP(=O)(OCC)SCC1(SCCS1)C
438,1083-57-4,3.84509804,CCOC1=CC=C(C=C1)NC(=O)CC(C)O
439,1084-23-7,3.176091259,CN1C2=C(CCCC2)C(=O)N1C3=CC=CC=C3
440,1084-65-7,4.204119983,CC1=CC2=C(C=C1S(=O)(=O)N)S(=O)(=O)CCC2
441,108427-72-1,3.602059991,CCCC1=C(C=CC(=C1O)C(=O)C)OCC2=CC=CN3C2=NC=C(C3=O)C4=NNN=N4
442,1085-91-2,3.033423755,CCC(CC)(C1=CC=CC2=CC=CC=C21)C(=O)O
443,1085-98-9,2.698970004,CN(C)S(=O)(=O)N(C1=CC=CC=C1)SC(F)(Cl)Cl
444,108552-93-8,2.959994838,C1COCCN1CCCNC2=NNC3=CC=CC=C32
445,1086-02-8,3.698970004,C1=CC=C(C=C1)C2=C(C(=NC(=C2C#N)Cl)Cl)C#N
446,1087-06-5,3.214048679,CCC(=O)C1=CC(=C(C=C1)OCC(CO)O)OC
447,1087-35-0,3.397940009,C1=CC=C(C=C1)CC(=O)NNCC2=CC=CC=C2
448,108731-70-0,3.176091259,CS(=O)(=O)/N=C(/C1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-])\[O-].[Na+]
449,108828-56-4,3.236789099,COC1=C(C=C(C=C1)C(=O)N)C(=O)NCC2=CN=CC=C2
450,108912-17-0,3.367355921,CC(C1=CC=C(C=C1)C2=CSC=C2)C(=O)OC
451,108929-04-0,2.283301229,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N.Cl
452,108935-06-4,3.397940009,C1=CC=C(C(=C1)C(=O)OC2=C(C=CC(=C2)Cl)Cl)OC(=O)N
453,108957-94-4,3.505149978,CCOC(=O)C(C)(C)OC1=CC2=C(CCC(=C2)N3C=CN=C3)C=C1.C(=C/C(=O)O)\C(=O)O
454,109-16-0,4.027376793,CC(=C)C(=O)OCCOCCOCCOC(=O)C(=C)C
455,109-29-5,3.698970004,C1CCCCCCCC(=O)OCCCCCCC1
456,109-57-9,2.301029996,C=CCNC(=S)N
457,109-60-4,3.981592117,CCCOC(=O)C
458,109-67-1,3.67929159,CCCC=C
459,109-78-4,3.819543936,C(CO)C#N
460,109293-97-2,3.640150041,C/C(=N\NC(=O)NC1=CC(=CC(=C1)F)F)/C2=C(C=CC=N2)C(=O)O
461,1094-08-2,3.230448921,CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31.Cl
462,109410-00-6,2.342422681,CCN(CC)CCOCC1=C(C=CC(=C1)Br)OC
463,1095-90-5,1.847161201,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2.Cl
464,109543-52-4,2.954242509,CC1=NC2=C(S1)C3=CC=CC=C3N=C2.Cl
465,1097-57-0,3.544068044,CCOC(=O)N1C(=O)C(NC1=O)(C2=CC=CC=C2)C3=CC=CC=C3
466,109825-47-0,0.301029996,CC(C)(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])NC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-]
467,1099-87-2,4.0,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)OS(=O)(=O)[O-])C.[Na+]
468,109965-82-4,2.505149978,CCCCCOC1=C(C=C(C=C1)Br)COCCN(CC)CC
469,110-02-1,3.146128036,C1=CSC=C1
470,110-03-2,3.301029996,CC(C)(CCC(C)(C)O)O
471,110-12-3,3.505692507,CC(C)CCC(=O)C
472,110-13-4,3.317227349,CC(=O)CCC(=O)C
473,110-15-6,3.354108439,C(CC(=O)O)C(=O)O
474,110-19-0,4.000188153,CC(C)COC(=O)C
475,110-21-4,3.301029996,C(=O)(N)NNC(=O)N
476,110-25-8,3.698970004,CCCCCCCC/C=C\CCCCCCCC(=O)N(C)CC(=O)O
477,110-43-0,3.222716471,CCCCCC(=O)C
478,110-49-6,3.430290106,CC(=O)OCCOC
479,110-51-0,1.979548375,[BH3-][n+]1ccccc1
480,110-60-1,2.665580991,C(CCN)CN
481,110-61-2,2.653212514,C(CC#N)C#N
482,110-64-5,3.096910013,C(/C=C/CO)O
483,110-65-6,2.111430552,C(C#CCO)O
484,110-83-8,3.217132857,C1CCC=CC1
485,110-86-1,3.105237601,C1=CC=NC=C1
486,110-93-0,3.544068044,CC(=CCCC(=O)C)C
487,110-94-1,3.77815125,C(CC(=O)O)CC(=O)O
488,110-97-4,3.791164125,CC(CNCC(C)O)O
489,110-98-5,4.170994702,CC(COCC(C)O)O
490,110-99-6,2.698970004,C(C(=O)O)OCC(=O)O
491,11006-33-0,2.812244697,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)O[C@H]3[C@@]([C@H]([C@@H]([C@@H](O3)CO)O)O)(C)O[C@H]4[C@@H]([C@]([C@H](C(O4)CO)O)(C(=O)N)O)O)C(=O)NC(C)C(C(C)C(=O)NC(C(=O)C)C(=O)NCCC5=NC(CS5)C6=NC(=CS6)C(=O)N)O
492,11011-72-6,3.397940009,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)OC(=O)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(CO)O
493,110147-48-3,3.397940009,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCOCC4
494,110221-44-8,3.698970004,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CS[C@@H](CN(C2=O)CC(=O)O)C3=CC=CS3.Cl
495,110311-27-8,3.0,C1CC2=C(C1)C=C(C=C2)S(=O)(=O)NC(=O)NC3=CC=C(C=C3)Cl
496,1103234-56-5,3.301029996,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)O)F
497,11034-31-4,1.698970004,CC1([C@@H]2CCC(C1C(=O)[O-])O2)C(=O)[O-].[Na+].[Na+]
498,110429-62-4,3.133538908,CC/C(=N\OC/C=C/Cl)/C1=C(CC(CC1=O)CC(C)SCC)O
499,110488-70-5,3.629572684,COC1=C(C=C(C=C1)/C(=C/C(=O)N2CCOCC2)/C3=CC=C(C=C3)Cl)OC
500,110528-94-4,3.146128036,C[N+](C)(CCO)CC(C[N+](C)(C)CCO)O.[Cl-].[Cl-]
501,110599-10-5,3.235528447,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)OCCO
502,110599-11-6,2.804820679,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)OCCOCCO
503,11071-47-9,4.0,CC(C)CCCC=C
504,11077-03-5,-1.397940009,C[C@H]1C[C@@]2([C@H](O[C@](C1)(O2)CCCCCCC[C@@H](C[C@@H]3[C@@H]([C@H]([C@H]([C@@](O3)(C[C@@H]([C@@H](C)/C=C/[C@H](CC[C@H]([C@H]([C@@H]4C[C@H]([C@@H]([C@H](O4)C[C@H]([C@@H](C[C@@H]5[C@H]([C@@H]([C@H]([C@@H](O5)C[C@@H](/C=C\C=C\C[C@H]([C@@H]([C@@H](C/C=C\C(=C)CC[C@@H]([C@H]([C@@H]([C@H](C)C[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)/C=C\[C@H]([C@@H](C[C@@H]7C[C@@H]8C[C@H](O7)[C@H](O8)CC[C@@H]9[C@@H](C[C@H](O9)CN)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)C[C@@H](C)CCCCC[C@H]([C@@H]([C@@H]([C@H]([C@@H]([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)C[C@@H]([C@@H](/C(=C/[C@@H](C[C@@H](C)[C@@H](C(=O)N/C=C/C(=O)NCCCO)O)O)/C)O)O)O)O)O)O)O)O)O)O)C
505,110871-86-8,3.698970004,C[C@@H]1CN(C[C@@H](N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F
506,110882-70-7,3.287353773,CC(=O)NC1=NC(=C(C=C1)[N+](=O)[O-])Cl
507,11096-42-7,3.322219295,CCCCCCCCCc1ccc(OCCO)cc1.II
508,11096-82-5,3.667686382,C1=CC(=C(C(=C1C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl)Cl)Cl
509,11097-59-9,3.301029996,C(=O)([O-])[O-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Al+3].[Al+3]
510,111-10-4,4.049605613,CCCCCCCC/C=C\CCCCCCCC(=O)OCCOC
511,111-13-7,3.431256518,CCCCCCC(=O)C
512,111-15-9,3.562292864,CCOCCOC(=O)C
513,111-16-0,3.84509804,C(CCC(=O)O)CCC(=O)O
514,111-17-1,3.477121255,C(CSCCC(=O)O)C(=O)O
515,111-20-6,4.157607853,C(CCCCC(=O)O)CCCC(=O)O
516,111-21-7,4.19295753,CC(=O)OCCOCCOCCOC(=O)C
517,111-22-8,3.0,C(COCCO[N+](=O)[O-])OCCO[N+](=O)[O-]
518,111-30-8,2.796529732,C(CC=O)CC=O
519,111-34-2,4.01389006,CCCCOC=C
520,111-41-1,3.477121255,C(CNCCO)N
521,111-42-2,2.662757832,C(CO)NCCO
522,111-46-6,4.274186083,C(COCCO)O
523,111-48-8,3.820201459,C(CSCCO)O
524,111-55-7,3.836007459,CC(=O)OCCOC(=O)C
525,111-81-9,3.193958978,COC(=O)CCCCCCCCC=C
526,111-91-1,2.140926842,C(CCl)OCOCCCl
527,111-94-4,3.431363764,C(CNCCC#N)C#N
528,111-97-7,3.624282096,C(CSCCC#N)C#N
529,111038-37-0,3.0,CC(C)NCC(COC1=CC=C(C=C1)C2=C(C(=O)OC3=C2C=CC(=C3)OC)C4=CC=CC=C4)O
530,111038-42-7,3.0,CC(C)NCC(COC1=CC=C(C=C1)C2=C(C(OC3=C2C=CC(=C3)OC)(C)C)C4=CC=CC=C4)O
531,111038-47-2,2.903089987,CC1([C@@H]([C@H](C2=C(O1)C=C(C=C2)OC)C3=CC=C(C=C3)OCC4CO4)C5=CC=CC=C5)C
532,1111-78-0,3.031610415,C(=O)(N)[O-].[NH4+]
533,11115-82-5,4.0,CCC(C)CCCC/C=C/C=C/C(=O)NC(CC(=O)O)C(=O)NC1C(OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)N(C(=O)C(NC1=O)C2=CC=C(C=C2)O)CCCCN)C(C)O)C3=CC=C(C=C3)O)C4=CC=C(C=C4)O)C(C)O)CCCNC(=O)N)CC5CNC(=N5)N)C6=CC=C(C=C6)O)CO)C7=CC(=C(C(=C7)Cl)O)Cl)CC8CNC(=N8)N)C)C9=CC=C(C=C9)O)C.O
534,111199-28-1,2.544068044,C1=CC=C2C(=C1)C3=C(C=N2)N=CS3.Cl
535,111199-29-2,2.462397998,CCS(=O)(=O)O.C1=CC=C2C(=C1)C3=C(C=N2)N=CS3
536,111223-26-8,3.698970004,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)OP(=O)(CCCCC2=CC=CC=C2)O)C(=O)O
537,11126-42-4,4.283301229,C1=C(C=C(C(=C1Cl)Cl)Cl)C2=C(C=C(C(=C2Cl)Cl)C3=C(C(=CC(=C3)Cl)Cl)Cl)Cl
538,1113-10-6,2.477121255,CCC(C)(C)N=C(N)NC#N
539,11138-60-6,3.301029996,CCCCCCCCCC(O)=O.CCCCCCCC(O)=O.CCC(CO)(CO)CO
540,11141-17-6,3.698970004,C/C=C(\C)/C(=O)O[C@H]1C[C@H]([C@]2(CO[C@@H]3[C@@H]2[C@]14CO[C@@]([C@H]4[C@]([C@@H]3O)(C)[C@@]56[C@@H]7C[C@H]([C@@]5(O6)C)[C@]8(C=CO[C@H]8O7)O)(C(=O)OC)O)C(=O)OC)OC(=O)C
541,111453-32-8,3.301029996,C(C(CO)O)NC(=O)C1=C(C(=C(C(=C1I)N)I)C(=O)O)I
542,111479-05-1,3.698970004,C[C@H](C(=O)OCCON=C(C)C)OC1=CC=C(C=C1)OC2=CN=C3C=C(C=CC3=N2)Cl
543,1115-70-4,3.202079441,CN(C)C(=N)N=C(N)N.Cl
544,1115-84-0,3.77815125,C[S+](C)CC[C@@H](C(=O)O)N.[Cl-]
545,1116-54-7,3.875061263,C(CO)N(CCO)N=O
546,111686-79-4,2.952792443,CC(CC1=CC=CC=C1)(C2=CC=CC=C2)NC(=O)CN.Cl
547,111687-36-6,3.544068044,C(CN(CC(=O)[O-])CC(=O)[O-])CN(CC(=O)[O-])CC(=O)[O-].[NH4+].[K+]
548,1117-86-8,3.301029996,CCCCCCC(CO)O
549,111753-73-2,2.527629901,COC1=CC=C(C=C1)C(=C(CCC(=O)O)C#N)C2=CC=C(C=C2)OC
550,111757-17-6,3.301029996,CCCN(CCC)/C=N/C1=CC=CC(=O)N1
551,1118-39-4,3.799340549,CC(=O)OC(C)(C)CCCC(=C)C=C
552,111855-65-3,2.903089987,C1=CC=C(C=C1)C(=O)C2=C(C=CC(=C2)Cl)S(=O)(=O)NCCCCCCCCCCC(=O)O
553,111856-34-9,2.903089987,C1COCCN1CCCNS(=O)(=O)C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)C3=CC=CC=C3
554,1119-34-2,4.079181246,C(C[C@@H](C(=O)O)N)CN=C(N)N.Cl
555,1119-97-7,3.591064607,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-]
556,111988-49-9,2.706184185,C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl
557,111991-09-4,3.544068044,CN(C)C(=O)C1=C(N=CC=C1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC
558,112-02-7,2.826074803,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-]
559,112-06-1,3.698970004,CCCCCCCOC(=O)C
560,112-07-2,3.553579642,CCCCOCCOC(=O)C
561,112-12-9,3.698970004,CCCCCCCCCC(=O)C
562,112-14-1,3.477121255,CCCCCCCCOC(=O)C
563,112-17-4,3.698970004,CCCCCCCCCCOC(=O)C
564,112-26-5,2.397940009,C(COCCCl)OCCCl
565,112-27-6,4.35038856,C(COCCOCCO)O
566,112-57-2,3.483587297,C(CNCCNCCNCCN)N
567,112-84-5,3.397940009,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)N
568,1120-10-1,3.477121255,C(CCCCCl)CCCC(=O)O
569,1120-71-4,2.0,C1COS(=O)(=O)C1
